forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-17,WY,"",,Mary Throne,D,false,deluxe,0.0058,35.25,29.19,41.24
2018-10-17,WY,"",,Others,,false,deluxe,0.0,4.55,1.72,7.96
2018-10-18,AK,"",,Mike Dunleavy,R,false,deluxe,0.7984,40.09,33.02,47.11
2018-10-18,AK,"",,Mark Begich,D,false,deluxe,0.1532,29.57,20.98,38.08
2018-10-18,AK,"",,Bill Walker,U,true,deluxe,0.0484,27.18,20.66,33.87
2018-10-18,AK,"",,Others,,false,deluxe,0.0,3.16,1.02,5.79
2018-10-18,AL,"",,Kay Ivey,R,true,deluxe,0.9916,59.26,54.7,63.86
2018-10-18,AL,"",,Walt Maddox,D,false,deluxe,0.0084,40.74,36.14,45.3
2018-10-18,AR,"",,Asa Hutchinson,R,true,deluxe,0.999,63.79,58.6,68.97
2018-10-18,AR,"",,Jared Henderson,D,false,deluxe,0.001,33.71,28.53,38.84
2018-10-18,AR,"",,Mark West,L,false,deluxe,0.0,2.5,0.73,4.73
2018-10-18,AZ,"",,Doug Ducey,R,true,deluxe,0.9528,54.62,50.2,58.99
2018-10-18,AZ,"",,David Garcia,D,false,deluxe,0.0472,43.24,38.82,47.63
2018-10-18,AZ,"",,Angel Torres,G,false,deluxe,0.0,2.14,0.58,4.1
2018-10-18,CA,"",,Gavin Newsom,D,false,deluxe,0.9916,59.96,55.06,64.85
2018-10-18,CA,"",,John Cox,R,false,deluxe,0.0084,40.04,35.15,44.94
2018-10-18,CO,"",,Jared Polis,D,false,deluxe,0.8984,53.47,48.47,58.49
2018-10-18,CO,"",,Walker Stapleton,R,false,deluxe,0.1016,43.85,38.84,48.84
2018-10-18,CO,"",,Others,,false,deluxe,0.0,2.68,0.81,5.02
2018-10-18,CT,"",,Ned Lamont,D,false,deluxe,0.814,51.74,47.17,56.32
2018-10-18,CT,"",,Bob Stefanowski,R,false,deluxe,0.186,45.71,41.13,50.23
2018-10-18,CT,"",,Others,,false,deluxe,0.0,2.56,0.75,4.81
2018-10-18,FL,"",,Andrew Gillum,D,false,deluxe,0.6906,50.26,46.04,54.49
2018-10-18,FL,"",,Ron DeSantis,R,false,deluxe,0.3094,47.17,42.9,51.35
2018-10-18,FL,"",,Others,,false,deluxe,0.0,2.57,0.77,4.87
2018-10-18,GA,"",,Brian Kemp,R,false,deluxe,0.5667,49.73,46.05,53.46
2018-10-18,GA,"",,Stacey Abrams,D,false,deluxe,0.4333,49.06,45.31,52.74
2018-10-18,GA,"",,Ted Metz,L,false,deluxe,0.0,1.21,0.26,2.47
2018-10-18,HI,"",,David Ige,D,true,deluxe,0.9985,63.16,57.25,68.91
2018-10-18,HI,"",,Andria Tupola,R,false,deluxe,0.0015,33.17,27.35,39.0
2018-10-18,HI,"",,Others,,false,deluxe,0.0,3.67,1.27,6.62
2018-10-18,IA,"",,Fred Hubbell,D,false,deluxe,0.7658,51.23,45.92,56.49
2018-10-18,IA,"",,Kim Reynolds,R,true,deluxe,0.2342,45.55,40.27,50.84
2018-10-18,IA,"",,Others,,false,deluxe,0.0,3.22,1.05,5.88
2018-10-18,ID,"",,Brad Little,R,false,deluxe,0.9715,55.35,49.31,61.34
2018-10-18,ID,"",,Paulette Jordan,D,false,deluxe,0.0285,38.1,32.08,44.03
2018-10-18,ID,"",,Others,,false,deluxe,0.0,6.54,2.9,10.78
2018-10-18,IL,"",,JB Pritzker,D,false,deluxe,0.9237,53.88,47.89,59.84
2018-10-18,IL,"",,Bruce Rauner,R,true,deluxe,0.0763,41.06,35.02,47.01
2018-10-18,IL,"",,Others,,false,deluxe,0.0,5.06,2.03,8.7
2018-10-18,KS,"",,Kris Kobach,R,false,deluxe,0.6316,45.36,39.8,50.75
2018-10-18,KS,"",,Laura Kelly,D,false,deluxe,0.3682,42.87,37.4,48.31
2018-10-18,KS,"",,Greg Orman,I,false,deluxe,0.0003,9.89,5.19,15.18
2018-10-18,KS,"",,Others,,false,deluxe,0.0,1.88,0.49,3.68
2018-10-18,MA,"",,Charlie Baker,R,true,deluxe,0.9981,64.52,58.89,70.12
2018-10-18,MA,"",,Jay Gonzalez,D,false,deluxe,0.0019,35.48,29.88,41.11
2018-10-18,MD,"",,Larry Hogan,R,true,deluxe,0.9836,56.27,51.65,60.83
2018-10-18,MD,"",,Ben Jealous,D,false,deluxe,0.0164,40.82,36.24,45.4
2018-10-18,MD,"",,Others,,false,deluxe,0.0,2.9,0.89,5.38
2018-10-18,ME,"",,Janet Mills,D,false,deluxe,0.848,53.16,47.77,58.51
2018-10-18,ME,"",,Shawn Moody,R,false,deluxe,0.152,44.78,39.4,50.14
2018-10-18,ME,"",,Others,,false,deluxe,0.0,2.06,0.56,3.99
2018-10-18,MI,"",,Gretchen Whitmer,D,false,deluxe,0.9446,53.88,49.36,58.39
2018-10-18,MI,"",,Bill Schuette,R,false,deluxe,0.0554,42.99,38.47,47.43
2018-10-18,MI,"",,Others,,false,deluxe,0.0,3.13,1.01,5.77
2018-10-18,MN,"",,Tim Walz,D,false,deluxe,0.9271,54.12,49.36,58.79
2018-10-18,MN,"",,Jeff Johnson,R,false,deluxe,0.0729,43.58,38.87,48.32
2018-10-18,MN,"",,Others,,false,deluxe,0.0,2.3,0.65,4.38
2018-10-18,NE,"",,Pete Ricketts,R,true,deluxe,0.9923,61.42,55.87,67.02
2018-10-18,NE,"",,Bob Krist,D,false,deluxe,0.0077,38.58,32.98,44.13
2018-10-18,NH,"",,Chris Sununu,R,true,deluxe,0.9497,55.36,50.33,60.29
2018-10-18,NH,"",,Molly Kelly,D,false,deluxe,0.0503,42.66,37.71,47.63
2018-10-18,NH,"",,Jilletta Jarvis,L,false,deluxe,0.0,1.99,0.52,3.87
2018-10-18,NM,"",,Michelle Lujan Grisham,D,false,deluxe,0.8738,53.75,49.53,57.97
2018-10-18,NM,"",,Steve Pearce,R,false,deluxe,0.1262,46.25,42.03,50.47
2018-10-18,NV,"",,Steve Sisolak,D,false,deluxe,0.518,48.83,44.58,53.09
2018-10-18,NV,"",,Adam Laxalt,R,false,deluxe,0.482,48.58,44.3,52.8
2018-10-18,NV,"",,Others,,false,deluxe,0.0,2.59,0.77,4.86
2018-10-18,NY,"",,Andrew Cuomo,D,true,deluxe,0.998,59.49,54.79,64.23
2018-10-18,NY,"",,Marc Molinaro,R,false,deluxe,0.002,36.72,31.99,41.41
2018-10-18,NY,"",,Others,,false,deluxe,0.0,3.79,1.33,6.79
2018-10-18,OH,"",,Mike DeWine,R,false,deluxe,0.5689,49.48,45.24,53.74
2018-10-18,OH,"",,Richard Cordray,D,false,deluxe,0.4311,48.44,44.14,52.69
2018-10-18,OH,"",,Others,,false,deluxe,0.0,2.08,0.56,4.03
2018-10-18,OK,"",,Kevin Stitt,R,false,deluxe,0.8094,52.17,47.49,56.89
2018-10-18,OK,"",,Drew Edmondson,D,false,deluxe,0.1906,46.0,41.31,50.64
2018-10-18,OK,"",,Chris Powell,L,false,deluxe,0.0,1.83,0.47,3.6
2018-10-18,OR,"",,Kate Brown,D,true,deluxe,0.8323,50.23,44.95,55.49
2018-10-18,OR,"",,Knute Buehler,R,false,deluxe,0.1677,43.14,37.86,48.35
2018-10-18,OR,"",,Others,,false,deluxe,0.0,6.63,2.94,10.93
2018-10-18,PA,"",,Tom Wolf,D,true,deluxe,0.9898,56.9,52.7,61.07
2018-10-18,PA,"",,Scott Wagner,R,false,deluxe,0.0102,41.06,36.84,45.22
2018-10-18,PA,"",,Others,,false,deluxe,0.0,2.05,0.55,3.96
2018-10-18,RI,"",,Gina Raimondo,D,true,deluxe,0.9416,54.07,47.37,60.69
2018-10-18,RI,"",,Allan Fung,R,false,deluxe,0.0584,38.47,31.8,45.13
2018-10-18,RI,"",,Others,,false,deluxe,0.0,7.45,3.51,11.99
2018-10-18,SC,"",,Henry McMaster,R,true,deluxe,0.9855,58.35,53.8,62.87
2018-10-18,SC,"",,James Smith,D,false,deluxe,0.0145,41.65,37.13,46.2
2018-10-18,SD,"",,Kristi Noem,R,false,deluxe,0.8282,53.09,47.24,58.91
2018-10-18,SD,"",,Billie Sutton,D,false,deluxe,0.1718,44.73,38.91,50.58
2018-10-18,SD,"",,Kurt Evans,L,false,deluxe,0.0,2.18,0.6,4.18
2018-10-18,TN,"",,Bill Lee,R,false,deluxe,0.9758,53.96,48.91,58.91
2018-10-18,TN,"",,Karl Dean,D,false,deluxe,0.0242,39.57,34.61,44.48
2018-10-18,TN,"",,Others,,false,deluxe,0.0,6.47,2.87,10.68
2018-10-18,TX,"",,Greg Abbott,R,true,deluxe,0.9973,58.91,54.7,63.13
2018-10-18,TX,"",,Lupe Valdez,D,false,deluxe,0.0027,39.2,34.96,43.39
2018-10-18,TX,"",,Mark Tippetts,L,false,deluxe,0.0,1.9,0.48,3.72
2018-10-18,VT,"",,Phil Scott,R,true,deluxe,0.9736,54.9,49.16,60.49
2018-10-18,VT,"",,Christine Hallquist,D,false,deluxe,0.0264,38.49,32.8,44.12
2018-10-18,VT,"",,Others,,false,deluxe,0.0,6.6,2.95,10.9
2018-10-18,WI,"",,Tony Evers,D,false,deluxe,0.5997,49.21,44.29,54.13
2018-10-18,WI,"",,Scott Walker,R,true,deluxe,0.4003,47.4,42.45,52.3
2018-10-18,WI,"",,Others,,false,deluxe,0.0,3.39,1.13,6.16
2018-10-18,WY,"",,Mark Gordon,R,false,deluxe,0.9937,60.19,54.1,66.12
2018-10-18,WY,"",,Mary Throne,D,false,deluxe,0.0063,35.26,29.3,41.28
2018-10-18,WY,"",,Others,,false,deluxe,0.0,4.55,1.72,7.94
2018-10-19,AK,"",,Mike Dunleavy,R,false,deluxe,0.7154,51.1,45.59,56.67
2018-10-19,AK,"",,Mark Begich,D,false,deluxe,0.2846,46.48,40.9,52.0
2018-10-19,AK,"",,Others,,false,deluxe,0.0,2.41,0.71,4.59
2018-10-19,AL,"",,Kay Ivey,R,true,deluxe,0.9914,59.26,54.66,63.88
2018-10-19,AL,"",,Walt Maddox,D,false,deluxe,0.0086,40.74,36.12,45.34
2018-10-19,AR,"",,Asa Hutchinson,R,true,deluxe,0.9991,63.79,58.57,68.95
2018-10-19,AR,"",,Jared Henderson,D,false,deluxe,0.0009,33.73,28.51,38.9
2018-10-19,AR,"",,Mark West,L,false,deluxe,0.0,2.48,0.73,4.71
2018-10-19,AZ,"",,Doug Ducey,R,true,deluxe,0.952,54.64,50.18,59.0
2018-10-19,AZ,"",,David Garcia,D,false,deluxe,0.048,43.23,38.85,47.66
2018-10-19,AZ,"",,Angel Torres,G,false,deluxe,0.0,2.13,0.59,4.09
2018-10-19,CA,"",,Gavin Newsom,D,false,deluxe,0.9921,59.96,55.01,64.87
2018-10-19,CA,"",,John Cox,R,false,deluxe,0.0079,40.04,35.13,44.99
2018-10-19,CO,"",,Jared Polis,D,false,deluxe,0.8988,53.47,48.48,58.44
2018-10-19,CO,"",,Walker Stapleton,R,false,deluxe,0.1012,43.86,38.88,48.81
2018-10-19,CO,"",,Others,,false,deluxe,0.0,2.67,0.8,5.03
2018-10-19,CT,"",,Ned Lamont,D,false,deluxe,0.8166,51.73,47.21,56.28
2018-10-19,CT,"",,Bob Stefanowski,R,false,deluxe,0.1834,45.72,41.17,50.21
2018-10-19,CT,"",,Others,,false,deluxe,0.0,2.55,0.75,4.8
2018-10-19,FL,"",,Andrew Gillum,D,false,deluxe,0.6954,50.27,46.05,54.42
2018-10-19,FL,"",,Ron DeSantis,R,false,deluxe,0.3046,47.18,42.98,51.37
2018-10-19,FL,"",,Others,,false,deluxe,0.0,2.56,0.75,4.83
2018-10-19,GA,"",,Brian Kemp,R,false,deluxe,0.5696,49.73,46.01,53.44
2018-10-19,GA,"",,Stacey Abrams,D,false,deluxe,0.4304,49.06,45.36,52.76
2018-10-19,GA,"",,Ted Metz,L,false,deluxe,0.0,1.21,0.26,2.46
2018-10-19,HI,"",,David Ige,D,true,deluxe,0.9987,63.15,57.31,69.06
2018-10-19,HI,"",,Andria Tupola,R,false,deluxe,0.0013,33.19,27.22,38.99
2018-10-19,HI,"",,Others,,false,deluxe,0.0,3.66,1.26,6.56
2018-10-19,IA,"",,Fred Hubbell,D,false,deluxe,0.7651,51.25,45.94,56.51
2018-10-19,IA,"",,Kim Reynolds,R,true,deluxe,0.2349,45.56,40.27,50.85
2018-10-19,IA,"",,Others,,false,deluxe,0.0,3.2,1.04,5.87
2018-10-19,ID,"",,Brad Little,R,false,deluxe,0.9718,55.37,49.39,61.34
2018-10-19,ID,"",,Paulette Jordan,D,false,deluxe,0.0282,38.12,32.06,44.06
2018-10-19,ID,"",,Others,,false,deluxe,0.0,6.51,2.92,10.71
2018-10-19,IL,"",,JB Pritzker,D,false,deluxe,0.9243,53.89,47.89,59.86
2018-10-19,IL,"",,Bruce Rauner,R,true,deluxe,0.0757,41.09,35.08,47.09
2018-10-19,IL,"",,Others,,false,deluxe,0.0,5.02,2.0,8.58
2018-10-19,KS,"",,Kris Kobach,R,false,deluxe,0.6307,45.37,39.76,50.79
2018-10-19,KS,"",,Laura Kelly,D,false,deluxe,0.3689,42.87,37.38,48.35
2018-10-19,KS,"",,Greg Orman,I,false,deluxe,0.0003,9.89,5.21,15.17
2018-10-19,KS,"",,Others,,false,deluxe,0.0,1.87,0.49,3.66
2018-10-19,MA,"",,Charlie Baker,R,true,deluxe,0.9981,64.5,58.88,70.12
2018-10-19,MA,"",,Jay Gonzalez,D,false,deluxe,0.0019,35.5,29.88,41.12
2018-10-19,MD,"",,Larry Hogan,R,true,deluxe,0.9839,56.27,51.61,60.84
2018-10-19,MD,"",,Ben Jealous,D,false,deluxe,0.0161,40.83,36.21,45.48
2018-10-19,MD,"",,Others,,false,deluxe,0.0,2.89,0.9,5.37
2018-10-19,ME,"",,Janet Mills,D,false,deluxe,0.8356,52.71,47.35,58.07
2018-10-19,ME,"",,Shawn Moody,R,false,deluxe,0.1644,44.89,39.54,50.21
2018-10-19,ME,"",,Others,,false,deluxe,0.0,2.4,0.69,4.58
2018-10-19,MI,"",,Gretchen Whitmer,D,false,deluxe,0.9458,53.89,49.41,58.36
2018-10-19,MI,"",,Bill Schuette,R,false,deluxe,0.0542,42.97,38.51,47.45
2018-10-19,MI,"",,Others,,false,deluxe,0.0,3.14,1.02,5.79
2018-10-19,MN,"",,Tim Walz,D,false,deluxe,0.9307,54.14,49.48,58.84
2018-10-19,MN,"",,Jeff Johnson,R,false,deluxe,0.0693,43.57,38.88,48.24
2018-10-19,MN,"",,Others,,false,deluxe,0.0,2.29,0.65,4.35
2018-10-19,NE,"",,Pete Ricketts,R,true,deluxe,0.9916,61.41,55.87,66.95
2018-10-19,NE,"",,Bob Krist,D,false,deluxe,0.0084,38.59,33.05,44.13
2018-10-19,NH,"",,Chris Sununu,R,true,deluxe,0.9459,55.09,50.2,59.98
2018-10-19,NH,"",,Molly Kelly,D,false,deluxe,0.054,42.94,38.04,47.81
2018-10-19,NH,"",,Jilletta Jarvis,L,false,deluxe,0.0001,1.97,0.52,3.81
2018-10-19,NM,"",,Michelle Lujan Grisham,D,false,deluxe,0.8761,53.75,49.6,58.0
2018-10-19,NM,"",,Steve Pearce,R,false,deluxe,0.1239,46.25,42.0,50.4
2018-10-19,NV,"",,Steve Sisolak,D,false,deluxe,0.5201,48.84,44.56,53.12
2018-10-19,NV,"",,Adam Laxalt,R,false,deluxe,0.4799,48.58,44.31,52.83
2018-10-19,NV,"",,Others,,false,deluxe,0.0,2.58,0.77,4.85
2018-10-19,NY,"",,Andrew Cuomo,D,true,deluxe,0.9983,59.49,54.73,64.22
2018-10-19,NY,"",,Marc Molinaro,R,false,deluxe,0.0017,36.73,31.95,41.43
2018-10-19,NY,"",,Others,,false,deluxe,0.0,3.78,1.32,6.76
2018-10-19,OH,"",,Mike DeWine,R,false,deluxe,0.5604,49.47,45.17,53.74
2018-10-19,OH,"",,Richard Cordray,D,false,deluxe,0.4396,48.45,44.15,52.71
2018-10-19,OH,"",,Others,,false,deluxe,0.0,2.07,0.56,4.0
2018-10-19,OK,"",,Kevin Stitt,R,false,deluxe,0.8101,52.17,47.5,56.82
2018-10-19,OK,"",,Drew Edmondson,D,false,deluxe,0.1899,46.0,41.33,50.65
2018-10-19,OK,"",,Chris Powell,L,false,deluxe,0.0,1.82,0.46,3.55
2018-10-19,OR,"",,Kate Brown,D,true,deluxe,0.8311,50.23,44.9,55.5
2018-10-19,OR,"",,Knute Buehler,R,false,deluxe,0.1689,43.16,37.87,48.39
2018-10-19,OR,"",,Others,,false,deluxe,0.0,6.61,2.94,10.89
2018-10-19,PA,"",,Tom Wolf,D,true,deluxe,0.9901,56.91,52.75,61.04
2018-10-19,PA,"",,Scott Wagner,R,false,deluxe,0.0099,41.05,36.92,45.18
2018-10-19,PA,"",,Others,,false,deluxe,0.0,2.04,0.55,3.94
2018-10-19,RI,"",,Gina Raimondo,D,true,deluxe,0.9417,54.0,47.29,60.62
2018-10-19,RI,"",,Allan Fung,R,false,deluxe,0.0583,38.51,31.82,45.13
2018-10-19,RI,"",,Others,,false,deluxe,0.0,7.48,3.51,12.06
2018-10-19,SC,"",,Henry McMaster,R,true,deluxe,0.9861,58.35,53.78,62.91
2018-10-19,SC,"",,James Smith,D,false,deluxe,0.0139,41.65,37.09,46.22
2018-10-19,SD,"",,Kristi Noem,R,false,deluxe,0.8319,53.17,47.35,58.9
2018-10-19,SD,"",,Billie Sutton,D,false,deluxe,0.1681,44.74,38.98,50.56
2018-10-19,SD,"",,Kurt Evans,L,false,deluxe,0.0,2.08,0.56,4.05
2018-10-19,TN,"",,Bill Lee,R,false,deluxe,0.9758,53.97,49.01,58.86
2018-10-19,TN,"",,Karl Dean,D,false,deluxe,0.0242,39.58,34.61,44.43
2018-10-19,TN,"",,Others,,false,deluxe,0.0,6.45,2.83,10.6
2018-10-19,TX,"",,Greg Abbott,R,true,deluxe,0.9975,58.91,54.73,63.12
2018-10-19,TX,"",,Lupe Valdez,D,false,deluxe,0.0025,39.2,34.99,43.39
2018-10-19,TX,"",,Mark Tippetts,L,false,deluxe,0.0,1.89,0.49,3.66
2018-10-19,VT,"",,Phil Scott,R,true,deluxe,0.9737,54.92,49.26,60.52
2018-10-19,VT,"",,Christine Hallquist,D,false,deluxe,0.0263,38.51,32.84,44.1
2018-10-19,VT,"",,Others,,false,deluxe,0.0,6.57,2.93,10.78
2018-10-19,WI,"",,Tony Evers,D,false,deluxe,0.6029,49.22,44.32,54.12
2018-10-19,WI,"",,Scott Walker,R,true,deluxe,0.3971,47.4,42.38,52.28
2018-10-19,WI,"",,Others,,false,deluxe,0.0,3.38,1.13,6.19
2018-10-19,WY,"",,Mark Gordon,R,false,deluxe,0.9944,60.2,54.23,66.15
2018-10-19,WY,"",,Mary Throne,D,false,deluxe,0.0056,35.25,29.18,41.26
2018-10-19,WY,"",,Others,,false,deluxe,0.0,4.55,1.72,7.97
2018-10-20,AK,"",,Mike Dunleavy,R,false,deluxe,0.6862,50.79,45.3,56.31
2018-10-20,AK,"",,Mark Begich,D,false,deluxe,0.3138,46.81,41.23,52.27
2018-10-20,AK,"",,Others,,false,deluxe,0.0,2.41,0.69,4.55
2018-10-20,AL,"",,Kay Ivey,R,true,deluxe,0.9922,59.24,54.67,63.87
2018-10-20,AL,"",,Walt Maddox,D,false,deluxe,0.0078,40.76,36.13,45.33
2018-10-20,AR,"",,Asa Hutchinson,R,true,deluxe,0.999,63.76,58.58,68.95
2018-10-20,AR,"",,Jared Henderson,D,false,deluxe,0.001,33.76,28.55,38.9
2018-10-20,AR,"",,Mark West,L,false,deluxe,0.0,2.47,0.73,4.65
2018-10-20,AZ,"",,Doug Ducey,R,true,deluxe,0.9543,54.61,50.27,59.02
2018-10-20,AZ,"",,David Garcia,D,false,deluxe,0.0457,43.27,38.84,47.59
2018-10-20,AZ,"",,Angel Torres,G,false,deluxe,0.0,2.12,0.58,4.07
2018-10-20,CA,"",,Gavin Newsom,D,false,deluxe,0.9918,59.98,55.1,64.89
2018-10-20,CA,"",,John Cox,R,false,deluxe,0.0082,40.02,35.11,44.9
2018-10-20,CO,"",,Jared Polis,D,false,deluxe,0.9009,53.5,48.53,58.45
2018-10-20,CO,"",,Walker Stapleton,R,false,deluxe,0.0991,43.84,38.87,48.81
2018-10-20,CO,"",,Others,,false,deluxe,0.0,2.66,0.8,4.99
2018-10-20,CT,"",,Ned Lamont,D,false,deluxe,0.8151,51.76,47.17,56.28
2018-10-20,CT,"",,Bob Stefanowski,R,false,deluxe,0.1849,45.7,41.14,50.26
2018-10-20,CT,"",,Others,,false,deluxe,0.0,2.54,0.75,4.77
2018-10-20,FL,"",,Andrew Gillum,D,false,deluxe,0.6984,50.3,46.12,54.44
2018-10-20,FL,"",,Ron DeSantis,R,false,deluxe,0.3016,47.15,42.95,51.29
2018-10-20,FL,"",,Others,,false,deluxe,0.0,2.55,0.75,4.79
2018-10-20,GA,"",,Brian Kemp,R,false,deluxe,0.5684,49.71,45.99,53.45
2018-10-20,GA,"",,Stacey Abrams,D,false,deluxe,0.4316,49.09,45.34,52.82
2018-10-20,GA,"",,Ted Metz,L,false,deluxe,0.0,1.2,0.26,2.46
2018-10-20,HI,"",,David Ige,D,true,deluxe,0.9988,63.2,57.36,68.97
2018-10-20,HI,"",,Andria Tupola,R,false,deluxe,0.0012,33.16,27.36,39.0
2018-10-20,HI,"",,Others,,false,deluxe,0.0,3.64,1.27,6.56
2018-10-20,IA,"",,Fred Hubbell,D,false,deluxe,0.7699,51.28,45.99,56.52
2018-10-20,IA,"",,Kim Reynolds,R,true,deluxe,0.2301,45.54,40.26,50.82
2018-10-20,IA,"",,Others,,false,deluxe,0.0,3.18,1.06,5.78
2018-10-20,ID,"",,Brad Little,R,false,deluxe,0.9726,55.37,49.36,61.28
2018-10-20,ID,"",,Paulette Jordan,D,false,deluxe,0.0274,38.15,32.15,44.07
2018-10-20,ID,"",,Others,,false,deluxe,0.0,6.48,2.87,10.63
2018-10-20,IL,"",,JB Pritzker,D,false,deluxe,0.9259,53.92,47.94,59.91
2018-10-20,IL,"",,Bruce Rauner,R,true,deluxe,0.0741,41.07,35.09,46.96
2018-10-20,IL,"",,Others,,false,deluxe,0.0,5.0,2.0,8.62
2018-10-20,KS,"",,Kris Kobach,R,false,deluxe,0.6368,45.35,39.87,50.75
2018-10-20,KS,"",,Laura Kelly,D,false,deluxe,0.3627,42.9,37.42,48.26
2018-10-20,KS,"",,Greg Orman,I,false,deluxe,0.0005,9.89,5.2,15.13
2018-10-20,KS,"",,Others,,false,deluxe,0.0,1.86,0.48,3.62
2018-10-20,MA,"",,Charlie Baker,R,true,deluxe,0.9982,64.47,58.87,70.1
2018-10-20,MA,"",,Jay Gonzalez,D,false,deluxe,0.0018,35.53,29.9,41.13
2018-10-20,MD,"",,Larry Hogan,R,true,deluxe,0.9836,56.25,51.63,60.86
2018-10-20,MD,"",,Ben Jealous,D,false,deluxe,0.0164,40.87,36.2,45.46
2018-10-20,MD,"",,Others,,false,deluxe,0.0,2.89,0.91,5.34
2018-10-20,ME,"",,Janet Mills,D,false,deluxe,0.834,52.74,47.38,58.03
2018-10-20,ME,"",,Shawn Moody,R,false,deluxe,0.166,44.87,39.54,50.2
2018-10-20,ME,"",,Others,,false,deluxe,0.0,2.39,0.69,4.53
2018-10-20,MI,"",,Gretchen Whitmer,D,false,deluxe,0.9471,53.92,49.43,58.39
2018-10-20,MI,"",,Bill Schuette,R,false,deluxe,0.0529,42.95,38.42,47.4
2018-10-20,MI,"",,Others,,false,deluxe,0.0,3.13,1.02,5.74
2018-10-20,MN,"",,Tim Walz,D,false,deluxe,0.9307,54.17,49.48,58.87
2018-10-20,MN,"",,Jeff Johnson,R,false,deluxe,0.0693,43.55,38.86,48.22
2018-10-20,MN,"",,Others,,false,deluxe,0.0,2.28,0.65,4.36
2018-10-20,NE,"",,Pete Ricketts,R,true,deluxe,0.9912,61.37,55.81,66.96
2018-10-20,NE,"",,Bob Krist,D,false,deluxe,0.0088,38.63,33.04,44.19
2018-10-20,NH,"",,Chris Sununu,R,true,deluxe,0.9455,55.07,50.19,59.95
2018-10-20,NH,"",,Molly Kelly,D,false,deluxe,0.0545,42.96,38.07,47.81
2018-10-20,NH,"",,Jilletta Jarvis,L,false,deluxe,0.0,1.97,0.52,3.84
2018-10-20,NM,"",,Michelle Lujan Grisham,D,false,deluxe,0.8721,53.77,49.51,57.94
2018-10-20,NM,"",,Steve Pearce,R,false,deluxe,0.1279,46.23,42.06,50.49
2018-10-20,NV,"",,Steve Sisolak,D,false,deluxe,0.5151,48.87,44.57,53.11
2018-10-20,NV,"",,Adam Laxalt,R,false,deluxe,0.4849,48.56,44.28,52.8
2018-10-20,NV,"",,Others,,false,deluxe,0.0,2.57,0.78,4.84
2018-10-20,NY,"",,Andrew Cuomo,D,true,deluxe,0.998,59.52,54.77,64.2
2018-10-20,NY,"",,Marc Molinaro,R,false,deluxe,0.002,36.71,31.97,41.4
2018-10-20,NY,"",,Others,,false,deluxe,0.0,3.77,1.33,6.75
2018-10-20,OH,"",,Mike DeWine,R,false,deluxe,0.5618,49.45,45.2,53.72
2018-10-20,OH,"",,Richard Cordray,D,false,deluxe,0.4382,48.48,44.19,52.73
2018-10-20,OH,"",,Others,,false,deluxe,0.0,2.07,0.56,3.99
2018-10-20,OK,"",,Kevin Stitt,R,false,deluxe,0.807,52.16,47.49,56.83
2018-10-20,OK,"",,Drew Edmondson,D,false,deluxe,0.193,46.03,41.34,50.69
2018-10-20,OK,"",,Chris Powell,L,false,deluxe,0.0,1.82,0.47,3.58
2018-10-20,OR,"",,Kate Brown,D,true,deluxe,0.8313,50.26,44.96,55.47
2018-10-20,OR,"",,Knute Buehler,R,false,deluxe,0.1687,43.14,37.86,48.39
2018-10-20,OR,"",,Others,,false,deluxe,0.0,6.59,2.92,10.81
2018-10-20,PA,"",,Tom Wolf,D,true,deluxe,0.9903,56.94,52.78,61.06
2018-10-20,PA,"",,Scott Wagner,R,false,deluxe,0.0097,41.02,36.89,45.2
2018-10-20,PA,"",,Others,,false,deluxe,0.0,2.03,0.55,3.92
2018-10-20,RI,"",,Gina Raimondo,D,true,deluxe,0.9428,54.04,47.38,60.62
2018-10-20,RI,"",,Allan Fung,R,false,deluxe,0.0572,38.5,31.86,45.1
2018-10-20,RI,"",,Others,,false,deluxe,0.0,7.47,3.48,12.02
2018-10-20,SC,"",,Henry McMaster,R,true,deluxe,0.9854,58.33,53.74,62.88
2018-10-20,SC,"",,James Smith,D,false,deluxe,0.0146,41.67,37.12,46.26
2018-10-20,SD,"",,Kristi Noem,R,false,deluxe,0.8354,53.15,47.46,58.91
2018-10-20,SD,"",,Billie Sutton,D,false,deluxe,0.1646,44.77,38.98,50.46
2018-10-20,SD,"",,Kurt Evans,L,false,deluxe,0.0,2.08,0.57,3.97
2018-10-20,TN,"",,Bill Lee,R,false,deluxe,0.9783,53.95,49.07,58.81
2018-10-20,TN,"",,Karl Dean,D,false,deluxe,0.0217,39.61,34.66,44.48
2018-10-20,TN,"",,Others,,false,deluxe,0.0,6.44,2.83,10.61
2018-10-20,TX,"",,Greg Abbott,R,true,deluxe,0.9973,58.88,54.75,63.04
2018-10-20,TX,"",,Lupe Valdez,D,false,deluxe,0.0027,39.23,35.06,43.36
2018-10-20,TX,"",,Mark Tippetts,L,false,deluxe,0.0,1.88,0.49,3.67
2018-10-20,VT,"",,Phil Scott,R,true,deluxe,0.9761,55.02,49.44,60.49
2018-10-20,VT,"",,Christine Hallquist,D,false,deluxe,0.0239,38.48,32.9,44.01
2018-10-20,VT,"",,Others,,false,deluxe,0.0,6.5,2.92,10.71
2018-10-20,WI,"",,Tony Evers,D,false,deluxe,0.6068,49.25,44.33,54.22
